Iteration 1/1000000: Train loss: 5.120366, Train Accuracy: 0.515625, lr = 0.001000
Iteration 311/1000000: Train loss: 5.119685, Train Accuracy: 0.484375, lr = 0.001000
Iteration 312/1000000: Train loss: 5.120538, Train Accuracy: 0.484375, lr = 0.001000
Iteration 313/1000000: Train loss: 5.122016, Train Accuracy: 0.421875, lr = 0.001000
Iteration 314/1000000: Train loss: 5.118848, Train Accuracy: 0.562500, lr = 0.001000
Iteration 315/1000000: Train loss: 5.120050, Train Accuracy: 0.531250, lr = 0.001000
Iteration 316/1000000: Train loss: 5.120059, Train Accuracy: 0.484375, lr = 0.001000
Iteration 317/1000000: Train loss: 5.120889, Train Accuracy: 0.421875, lr = 0.001000
Iteration 318/1000000: Train loss: 5.120624, Train Accuracy: 0.468750, lr = 0.001000
Iteration 319/1000000: Train loss: 5.119116, Train Accuracy: 0.500000, lr = 0.001000
Iteration 320/1000000: Train loss: 5.120113, Train Accuracy: 0.421875, lr = 0.001000
Iteration 321/1000000: Train loss: 5.119978, Train Accuracy: 0.484375, lr = 0.001000
Iteration 322/1000000: Train loss: 5.117401, Train Accuracy: 0.609375, lr = 0.001000
Iteration 323/1000000: Train loss: 5.119963, Train Accuracy: 0.484375, lr = 0.001000
Iteration 324/1000000: Train loss: 5.117684, Train Accuracy: 0.593750, lr = 0.001000
Iteration 325/1000000: Train loss: 5.121011, Train Accuracy: 0.453125, lr = 0.001000
Iteration 326/1000000: Train loss: 5.120208, Train Accuracy: 0.484375, lr = 0.001000
Iteration 327/1000000: Train loss: 5.120643, Train Accuracy: 0.484375, lr = 0.001000
Iteration 328/1000000: Train loss: 5.120310, Train Accuracy: 0.421875, lr = 0.001000
Iteration 329/1000000: Train loss: 5.119812, Train Accuracy: 0.515625, lr = 0.001000
Iteration 330/1000000: Train loss: 5.120840, Train Accuracy: 0.500000, lr = 0.001000
Iteration 331/1000000: Train loss: 5.119056, Train Accuracy: 0.546875, lr = 0.001000
Iteration 332/1000000: Train loss: 5.120327, Train Accuracy: 0.515625, lr = 0.001000
Iteration 333/1000000: Train loss: 5.119737, Train Accuracy: 0.515625, lr = 0.001000
Iteration 334/1000000: Train loss: 5.120394, Train Accuracy: 0.453125, lr = 0.001000
Iteration 335/1000000: Train loss: 5.120705, Train Accuracy: 0.500000, lr = 0.001000
Iteration 336/1000000: Train loss: 5.120724, Train Accuracy: 0.468750, lr = 0.001000
Iteration 337/1000000: Train loss: 5.120016, Train Accuracy: 0.531250, lr = 0.001000
Iteration 338/1000000: Train loss: 5.120088, Train Accuracy: 0.515625, lr = 0.001000
Iteration 339/1000000: Train loss: 5.119466, Train Accuracy: 0.531250, lr = 0.001000
Iteration 340/1000000: Train loss: 5.120636, Train Accuracy: 0.468750, lr = 0.001000
Iteration 341/1000000: Train loss: 5.119660, Train Accuracy: 0.484375, lr = 0.001000
Iteration 342/1000000: Train loss: 5.119714, Train Accuracy: 0.500000, lr = 0.001000
Iteration 343/1000000: Train loss: 5.119659, Train Accuracy: 0.515625, lr = 0.001000
Iteration 344/1000000: Train loss: 5.119770, Train Accuracy: 0.484375, lr = 0.001000
Iteration 345/1000000: Train loss: 5.119833, Train Accuracy: 0.500000, lr = 0.001000
Iteration 346/1000000: Train loss: 5.120177, Train Accuracy: 0.562500, lr = 0.001000
Iteration 347/1000000: Train loss: 5.119550, Train Accuracy: 0.515625, lr = 0.001000
Iteration 348/1000000: Train loss: 5.119893, Train Accuracy: 0.468750, lr = 0.001000
Iteration 349/1000000: Train loss: 5.119419, Train Accuracy: 0.546875, lr = 0.001000
Iteration 350/1000000: Train loss: 5.120162, Train Accuracy: 0.468750, lr = 0.001000
Iteration 351/1000000: Train loss: 5.119880, Train Accuracy: 0.531250, lr = 0.001000
Iteration 352/1000000: Train loss: 5.120437, Train Accuracy: 0.484375, lr = 0.001000
Iteration 353/1000000: Train loss: 5.120954, Train Accuracy: 0.453125, lr = 0.001000
Iteration 354/1000000: Train loss: 5.120514, Train Accuracy: 0.500000, lr = 0.001000
Iteration 355/1000000: Train loss: 5.118850, Train Accuracy: 0.562500, lr = 0.001000
Iteration 356/1000000: Train loss: 5.119163, Train Accuracy: 0.609375, lr = 0.001000
Iteration 357/1000000: Train loss: 5.120484, Train Accuracy: 0.562500, lr = 0.001000
Iteration 358/1000000: Train loss: 5.120365, Train Accuracy: 0.484375, lr = 0.001000
Iteration 359/1000000: Train loss: 5.120807, Train Accuracy: 0.437500, lr = 0.001000
Iteration 360/1000000: Train loss: 5.119343, Train Accuracy: 0.546875, lr = 0.001000
Iteration 361/1000000: Train loss: 5.120028, Train Accuracy: 0.531250, lr = 0.001000
Iteration 362/1000000: Train loss: 5.120211, Train Accuracy: 0.484375, lr = 0.001000
Iteration 363/1000000: Train loss: 5.119261, Train Accuracy: 0.515625, lr = 0.001000
Iteration 364/1000000: Train loss: 5.119516, Train Accuracy: 0.625000, lr = 0.001000
Iteration 365/1000000: Train loss: 5.118347, Train Accuracy: 0.546875, lr = 0.001000
Iteration 366/1000000: Train loss: 5.119699, Train Accuracy: 0.515625, lr = 0.001000
Iteration 367/1000000: Train loss: 5.119999, Train Accuracy: 0.531250, lr = 0.001000
Iteration 368/1000000: Train loss: 5.120946, Train Accuracy: 0.515625, lr = 0.001000
Iteration 369/1000000: Train loss: 5.119805, Train Accuracy: 0.531250, lr = 0.001000
Iteration 370/1000000: Train loss: 5.119926, Train Accuracy: 0.546875, lr = 0.001000
Iteration 371/1000000: Train loss: 5.120664, Train Accuracy: 0.468750, lr = 0.001000
Iteration 372/1000000: Train loss: 5.120342, Train Accuracy: 0.515625, lr = 0.001000
Iteration 373/1000000: Train loss: 5.121424, Train Accuracy: 0.437500, lr = 0.001000
Iteration 374/1000000: Train loss: 5.120051, Train Accuracy: 0.515625, lr = 0.001000
Iteration 375/1000000: Train loss: 5.122523, Train Accuracy: 0.484375, lr = 0.001000
Iteration 376/1000000: Train loss: 5.120852, Train Accuracy: 0.546875, lr = 0.001000
Iteration 377/1000000: Train loss: 5.120151, Train Accuracy: 0.515625, lr = 0.001000
Iteration 378/1000000: Train loss: 5.119596, Train Accuracy: 0.562500, lr = 0.001000
Iteration 379/1000000: Train loss: 5.119419, Train Accuracy: 0.531250, lr = 0.001000
Iteration 380/1000000: Train loss: 5.119152, Train Accuracy: 0.531250, lr = 0.001000
Iteration 381/1000000: Train loss: 5.118239, Train Accuracy: 0.562500, lr = 0.001000
Iteration 382/1000000: Train loss: 5.118146, Train Accuracy: 0.546875, lr = 0.001000
Iteration 383/1000000: Train loss: 5.119149, Train Accuracy: 0.562500, lr = 0.001000
Iteration 384/1000000: Train loss: 5.121423, Train Accuracy: 0.421875, lr = 0.001000
Iteration 385/1000000: Train loss: 5.120059, Train Accuracy: 0.500000, lr = 0.001000
Iteration 386/1000000: Train loss: 5.120151, Train Accuracy: 0.531250, lr = 0.001000
Iteration 387/1000000: Train loss: 5.120276, Train Accuracy: 0.484375, lr = 0.001000
Iteration 388/1000000: Train loss: 5.121329, Train Accuracy: 0.468750, lr = 0.001000
Iteration 389/1000000: Train loss: 5.119339, Train Accuracy: 0.515625, lr = 0.001000
Iteration 390/1000000: Train loss: 5.120927, Train Accuracy: 0.421875, lr = 0.001000
Iteration 391/1000000: Train loss: 5.120870, Train Accuracy: 0.484375, lr = 0.001000
Iteration 392/1000000: Train loss: 5.119088, Train Accuracy: 0.546875, lr = 0.001000
Iteration 393/1000000: Train loss: 5.118651, Train Accuracy: 0.531250, lr = 0.001000
Iteration 394/1000000: Train loss: 5.118987, Train Accuracy: 0.562500, lr = 0.001000
Iteration 395/1000000: Train loss: 5.120032, Train Accuracy: 0.453125, lr = 0.001000
Iteration 396/1000000: Train loss: 5.121306, Train Accuracy: 0.515625, lr = 0.001000
Iteration 397/1000000: Train loss: 5.121477, Train Accuracy: 0.468750, lr = 0.001000
Iteration 398/1000000: Train loss: 5.119855, Train Accuracy: 0.437500, lr = 0.001000
Iteration 399/1000000: Train loss: 5.121591, Train Accuracy: 0.453125, lr = 0.001000
Iteration 400/1000000: Train loss: 5.120468, Train Accuracy: 0.437500, lr = 0.001000
Iteration 401/1000000: Train loss: 5.120463, Train Accuracy: 0.468750, lr = 0.001000
Iteration 402/1000000: Train loss: 5.120859, Train Accuracy: 0.531250, lr = 0.001000
Iteration 403/1000000: Train loss: 5.118111, Train Accuracy: 0.609375, lr = 0.001000
Iteration 404/1000000: Train loss: 5.119846, Train Accuracy: 0.578125, lr = 0.001000
Iteration 405/1000000: Train loss: 5.119455, Train Accuracy: 0.546875, lr = 0.001000
Iteration 406/1000000: Train loss: 5.120682, Train Accuracy: 0.500000, lr = 0.001000
Iteration 407/1000000: Train loss: 5.120903, Train Accuracy: 0.453125, lr = 0.001000
Iteration 408/1000000: Train loss: 5.120011, Train Accuracy: 0.468750, lr = 0.001000
Iteration 409/1000000: Train loss: 5.120007, Train Accuracy: 0.468750, lr = 0.001000
Iteration 410/1000000: Train loss: 5.119306, Train Accuracy: 0.562500, lr = 0.001000
Iteration 411/1000000: Train loss: 5.119068, Train Accuracy: 0.500000, lr = 0.001000
Iteration 412/1000000: Train loss: 5.119583, Train Accuracy: 0.546875, lr = 0.001000
Iteration 413/1000000: Train loss: 5.118860, Train Accuracy: 0.484375, lr = 0.001000
Iteration 414/1000000: Train loss: 5.118382, Train Accuracy: 0.531250, lr = 0.001000
Iteration 415/1000000: Train loss: 5.118628, Train Accuracy: 0.593750, lr = 0.001000
Iteration 416/1000000: Train loss: 5.119820, Train Accuracy: 0.484375, lr = 0.001000
Iteration 417/1000000: Train loss: 5.121083, Train Accuracy: 0.453125, lr = 0.001000
Iteration 418/1000000: Train loss: 5.121003, Train Accuracy: 0.546875, lr = 0.001000
Iteration 419/1000000: Train loss: 5.120461, Train Accuracy: 0.515625, lr = 0.001000
Iteration 420/1000000: Train loss: 5.119686, Train Accuracy: 0.531250, lr = 0.001000
Iteration 421/1000000: Train loss: 5.120542, Train Accuracy: 0.453125, lr = 0.001000
Iteration 422/1000000: Train loss: 5.120379, Train Accuracy: 0.578125, lr = 0.001000
Iteration 423/1000000: Train loss: 5.119555, Train Accuracy: 0.531250, lr = 0.001000
Iteration 424/1000000: Train loss: 5.120555, Train Accuracy: 0.468750, lr = 0.001000
Iteration 425/1000000: Train loss: 5.118945, Train Accuracy: 0.531250, lr = 0.001000
Iteration 426/1000000: Train loss: 5.120157, Train Accuracy: 0.515625, lr = 0.001000
Iteration 427/1000000: Train loss: 5.118529, Train Accuracy: 0.562500, lr = 0.001000
Iteration 428/1000000: Train loss: 5.120472, Train Accuracy: 0.546875, lr = 0.001000
Iteration 429/1000000: Train loss: 5.120289, Train Accuracy: 0.531250, lr = 0.001000
Iteration 430/1000000: Train loss: 5.121202, Train Accuracy: 0.453125, lr = 0.001000
Iteration 431/1000000: Train loss: 5.121307, Train Accuracy: 0.406250, lr = 0.001000
Iteration 432/1000000: Train loss: 5.119123, Train Accuracy: 0.562500, lr = 0.001000
Iteration 433/1000000: Train loss: 5.120238, Train Accuracy: 0.515625, lr = 0.001000
Iteration 434/1000000: Train loss: 5.120007, Train Accuracy: 0.484375, lr = 0.001000
Iteration 435/1000000: Train loss: 5.120779, Train Accuracy: 0.453125, lr = 0.001000
Iteration 436/1000000: Train loss: 5.119331, Train Accuracy: 0.625000, lr = 0.001000
Iteration 437/1000000: Train loss: 5.119963, Train Accuracy: 0.437500, lr = 0.001000
Iteration 438/1000000: Train loss: 5.119921, Train Accuracy: 0.515625, lr = 0.001000
Iteration 439/1000000: Train loss: 5.118900, Train Accuracy: 0.515625, lr = 0.001000
Iteration 440/1000000: Train loss: 5.121699, Train Accuracy: 0.437500, lr = 0.001000
Iteration 441/1000000: Train loss: 5.120974, Train Accuracy: 0.437500, lr = 0.001000
Iteration 442/1000000: Train loss: 5.120945, Train Accuracy: 0.484375, lr = 0.001000
Iteration 443/1000000: Train loss: 5.120175, Train Accuracy: 0.484375, lr = 0.001000
Iteration 444/1000000: Train loss: 5.117317, Train Accuracy: 0.593750, lr = 0.001000
Iteration 445/1000000: Train loss: 5.120830, Train Accuracy: 0.546875, lr = 0.001000
Iteration 446/1000000: Train loss: 5.119483, Train Accuracy: 0.546875, lr = 0.001000
Iteration 447/1000000: Train loss: 5.120081, Train Accuracy: 0.484375, lr = 0.001000
Iteration 448/1000000: Train loss: 5.120658, Train Accuracy: 0.390625, lr = 0.001000
Iteration 449/1000000: Train loss: 5.120316, Train Accuracy: 0.500000, lr = 0.001000
Iteration 450/1000000: Train loss: 5.121699, Train Accuracy: 0.406250, lr = 0.001000
Iteration 451/1000000: Train loss: 5.120402, Train Accuracy: 0.500000, lr = 0.001000
Iteration 452/1000000: Train loss: 5.118719, Train Accuracy: 0.562500, lr = 0.001000
Iteration 453/1000000: Train loss: 5.118183, Train Accuracy: 0.578125, lr = 0.001000
Iteration 454/1000000: Train loss: 5.119969, Train Accuracy: 0.531250, lr = 0.001000
Iteration 455/1000000: Train loss: 5.120732, Train Accuracy: 0.500000, lr = 0.001000
Iteration 456/1000000: Train loss: 5.121574, Train Accuracy: 0.468750, lr = 0.001000
Iteration 457/1000000: Train loss: 5.120279, Train Accuracy: 0.515625, lr = 0.001000
Iteration 458/1000000: Train loss: 5.119940, Train Accuracy: 0.531250, lr = 0.001000
Iteration 459/1000000: Train loss: 5.121172, Train Accuracy: 0.484375, lr = 0.001000
Iteration 460/1000000: Train loss: 5.120323, Train Accuracy: 0.562500, lr = 0.001000
Iteration 461/1000000: Train loss: 5.120639, Train Accuracy: 0.515625, lr = 0.001000
Iteration 462/1000000: Train loss: 5.119662, Train Accuracy: 0.484375, lr = 0.001000
Iteration 463/1000000: Train loss: 5.118109, Train Accuracy: 0.562500, lr = 0.001000
Iteration 464/1000000: Train loss: 5.119265, Train Accuracy: 0.546875, lr = 0.001000
Iteration 465/1000000: Train loss: 5.119185, Train Accuracy: 0.546875, lr = 0.001000
Iteration 466/1000000: Train loss: 5.120337, Train Accuracy: 0.437500, lr = 0.001000
Iteration 467/1000000: Train loss: 5.119705, Train Accuracy: 0.500000, lr = 0.001000
Iteration 468/1000000: Train loss: 5.119960, Train Accuracy: 0.562500, lr = 0.001000
Iteration 469/1000000: Train loss: 5.121395, Train Accuracy: 0.546875, lr = 0.001000
Iteration 470/1000000: Train loss: 5.120894, Train Accuracy: 0.484375, lr = 0.001000
Iteration 471/1000000: Train loss: 5.121815, Train Accuracy: 0.453125, lr = 0.001000
Iteration 472/1000000: Train loss: 5.121065, Train Accuracy: 0.468750, lr = 0.001000
Iteration 473/1000000: Train loss: 5.119671, Train Accuracy: 0.484375, lr = 0.001000
Iteration 474/1000000: Train loss: 5.121345, Train Accuracy: 0.437500, lr = 0.001000
Iteration 475/1000000: Train loss: 5.119940, Train Accuracy: 0.562500, lr = 0.001000
Iteration 476/1000000: Train loss: 5.118896, Train Accuracy: 0.578125, lr = 0.001000
Iteration 477/1000000: Train loss: 5.120092, Train Accuracy: 0.500000, lr = 0.001000
Iteration 478/1000000: Train loss: 5.120149, Train Accuracy: 0.453125, lr = 0.001000
Iteration 479/1000000: Train loss: 5.120533, Train Accuracy: 0.406250, lr = 0.001000
Iteration 480/1000000: Train loss: 5.120532, Train Accuracy: 0.437500, lr = 0.001000
Iteration 481/1000000: Train loss: 5.120335, Train Accuracy: 0.500000, lr = 0.001000
Iteration 482/1000000: Train loss: 5.119902, Train Accuracy: 0.546875, lr = 0.001000
Iteration 483/1000000: Train loss: 5.119511, Train Accuracy: 0.531250, lr = 0.001000
Iteration 484/1000000: Train loss: 5.120334, Train Accuracy: 0.468750, lr = 0.001000
Iteration 485/1000000: Train loss: 5.120108, Train Accuracy: 0.515625, lr = 0.001000
Iteration 486/1000000: Train loss: 5.119116, Train Accuracy: 0.531250, lr = 0.001000
Iteration 487/1000000: Train loss: 5.119292, Train Accuracy: 0.500000, lr = 0.001000
Iteration 488/1000000: Train loss: 5.120300, Train Accuracy: 0.531250, lr = 0.001000
Iteration 489/1000000: Train loss: 5.119743, Train Accuracy: 0.515625, lr = 0.001000
Iteration 490/1000000: Train loss: 5.118221, Train Accuracy: 0.593750, lr = 0.001000
Iteration 491/1000000: Train loss: 5.120696, Train Accuracy: 0.453125, lr = 0.001000
Iteration 492/1000000: Train loss: 5.121697, Train Accuracy: 0.453125, lr = 0.001000
Iteration 493/1000000: Train loss: 5.119181, Train Accuracy: 0.562500, lr = 0.001000
Iteration 494/1000000: Train loss: 5.120177, Train Accuracy: 0.515625, lr = 0.001000
Iteration 495/1000000: Train loss: 5.119509, Train Accuracy: 0.531250, lr = 0.001000
Iteration 496/1000000: Train loss: 5.120654, Train Accuracy: 0.453125, lr = 0.001000
Iteration 497/1000000: Train loss: 5.120091, Train Accuracy: 0.484375, lr = 0.001000
Iteration 498/1000000: Train loss: 5.119426, Train Accuracy: 0.546875, lr = 0.001000
Iteration 499/1000000: Train loss: 5.119090, Train Accuracy: 0.562500, lr = 0.001000
Iteration 500/1000000: Train loss: 5.119969, Train Accuracy: 0.500000, lr = 0.000990
Iteration 501/1000000: Train loss: 5.120738, Train Accuracy: 0.546875, lr = 0.000990
Iteration 502/1000000: Train loss: 5.119318, Train Accuracy: 0.562500, lr = 0.000990
Iteration 503/1000000: Train loss: 5.121701, Train Accuracy: 0.515625, lr = 0.000990
Iteration 504/1000000: Train loss: 5.119867, Train Accuracy: 0.578125, lr = 0.000990
Iteration 505/1000000: Train loss: 5.118721, Train Accuracy: 0.578125, lr = 0.000990
Iteration 506/1000000: Train loss: 5.119631, Train Accuracy: 0.500000, lr = 0.000990
Iteration 507/1000000: Train loss: 5.120460, Train Accuracy: 0.500000, lr = 0.000990
Iteration 508/1000000: Train loss: 5.119287, Train Accuracy: 0.546875, lr = 0.000990
Iteration 509/1000000: Train loss: 5.119663, Train Accuracy: 0.531250, lr = 0.000990
Iteration 510/1000000: Train loss: 5.119723, Train Accuracy: 0.484375, lr = 0.000990
Iteration 511/1000000: Train loss: 5.120527, Train Accuracy: 0.500000, lr = 0.000990
Iteration 512/1000000: Train loss: 5.119931, Train Accuracy: 0.515625, lr = 0.000990
Iteration 513/1000000: Train loss: 5.120473, Train Accuracy: 0.578125, lr = 0.000990
Iteration 514/1000000: Train loss: 5.119413, Train Accuracy: 0.593750, lr = 0.000990
Iteration 515/1000000: Train loss: 5.120384, Train Accuracy: 0.468750, lr = 0.000990
Iteration 516/1000000: Train loss: 5.119501, Train Accuracy: 0.515625, lr = 0.000990
Iteration 517/1000000: Train loss: 5.121743, Train Accuracy: 0.453125, lr = 0.000990
Iteration 518/1000000: Train loss: 5.120059, Train Accuracy: 0.500000, lr = 0.000990
Iteration 519/1000000: Train loss: 5.119724, Train Accuracy: 0.531250, lr = 0.000990
Iteration 520/1000000: Train loss: 5.120378, Train Accuracy: 0.468750, lr = 0.000990
Iteration 521/1000000: Train loss: 5.119635, Train Accuracy: 0.500000, lr = 0.000990
Iteration 522/1000000: Train loss: 5.119190, Train Accuracy: 0.546875, lr = 0.000990
Iteration 523/1000000: Train loss: 5.120084, Train Accuracy: 0.515625, lr = 0.000990
Iteration 524/1000000: Train loss: 5.119452, Train Accuracy: 0.500000, lr = 0.000990
Iteration 525/1000000: Train loss: 5.119189, Train Accuracy: 0.562500, lr = 0.000990
Iteration 526/1000000: Train loss: 5.120212, Train Accuracy: 0.531250, lr = 0.000990
Iteration 527/1000000: Train loss: 5.121029, Train Accuracy: 0.421875, lr = 0.000990
Iteration 528/1000000: Train loss: 5.119208, Train Accuracy: 0.546875, lr = 0.000990
Iteration 529/1000000: Train loss: 5.120277, Train Accuracy: 0.500000, lr = 0.000990
Iteration 530/1000000: Train loss: 5.119429, Train Accuracy: 0.546875, lr = 0.000990
Iteration 531/1000000: Train loss: 5.121132, Train Accuracy: 0.484375, lr = 0.000990
